reservation_id,booking_lead_time_hours,hour_of_day,day_of_week,is_weekend,is_prime_time,month_of_year,days_until_reservation,is_repeat_customer,customer_visit_count,customer_no_show_rate,customer_avg_party_size,days_since_last_visit,customer_lifetime_value,party_size,party_size_category,is_large_party,has_special_requests,confirmation_sent,confirmation_clicked,hours_since_confirmation_sent,historical_no_show_rate_for_day,historical_no_show_rate_for_time,occupancy_rate_for_slot,no_show
RES-20251010-2359,101,18,5,1,1,2,4,1,14,0.055,2.5,104,914.97,1,0,0,0,1,0,42,0.16,0.12,0.94,0
RES-20250624-1406,435,11,3,0,0,10,18,0,0,0.15,4.3,999,0,5,2,0,0,1,0,179,0.12,0.14,0.59,0
RES-20251019-2719,1228,20,6,1,1,8,51,1,15,0.046,4.2,29,617.29,6,2,1,1,1,1,633,0.17,0.12,0.87,0
RES-20250906-6072,519,20,4,0,1,11,21,0,0,0.15,2.2,999,0,4,1,0,1,1,0,102,0.14,0.12,0.92,0
RES-20251009-3654,919,13,0,1,0,12,38,0,0,0.15,4.3,999,0,5,2,0,0,0,0,0,0.18,0.14,0.7,1
RES-20250929-3325,623,22,4,0,0,3,25,0,0,0.15,4,999,0,4,1,0,1,1,0,293,0.14,0.22,0.63,0
RES-20250523-7199,35,11,6,1,0,10,1,0,0,0.15,4,999,0,2,0,0,0,1,1,34,0.17,0.14,0.61,0
RES-20250930-3490,446,22,5,1,0,1,18,0,0,0.15,3.5,999,0,5,2,0,0,1,0,325,0.16,0.22,0.51,0
RES-20250805-5249,984,18,5,1,1,7,41,0,0,0.15,2.7,999,0,1,0,0,0,1,1,517,0.16,0.12,0.95,0
RES-20251004-9987,605,22,6,1,0,9,25,0,0,0.15,3.6,999,0,2,0,0,1,1,0,59,0.17,0.22,0.55,1
RES-20250809-5690,223,11,5,1,0,7,9,0,0,0.15,2.2,999,0,1,0,0,0,1,0,53,0.16,0.14,0.71,0
RES-20251006-8390,1306,12,5,1,0,4,54,0,0,0.15,2.3,999,0,3,1,0,1,1,0,707,0.16,0.14,0.7,0
RES-20251018-1286,56,21,0,1,1,8,2,1,12,0.007,2.8,125,1450.94,2,0,0,0,1,0,48,0.18,0.22,0.89,0
RES-20250805-6871,634,19,6,1,1,12,26,0,0,0.15,4.1,999,0,2,0,0,0,1,0,536,0.17,0.12,0.94,1
RES-20250606-5906,941,13,0,1,0,4,39,0,0,0.15,2.4,999,0,6,2,1,0,1,0,84,0.18,0.14,0.63,1
RES-20250515-5678,984,21,3,0,1,2,41,0,0,0.15,2.8,999,0,2,0,0,0,0,0,0,0.12,0.22,0.81,0
RES-20250710-9145,1444,22,1,0,0,8,60,0,0,0.15,3.2,999,0,1,0,0,1,1,0,889,0.12,0.22,0.73,0
RES-20250812-9384,479,20,4,0,1,3,19,0,0,0.15,4.1,999,0,6,2,1,1,0,0,0,0.14,0.12,0.81,0
RES-20250628-8488,345,18,0,1,1,4,14,0,0,0.15,2.2,999,0,6,2,1,1,1,0,78,0.18,0.12,0.83,0
RES-20250723-8365,770,21,4,0,1,12,32,1,5,0.062,2.7,155,1242.7,2,0,0,0,1,0,380,0.14,0.22,0.86,0
RES-20250703-4824,223,19,3,0,1,6,9,0,0,0.15,3.7,999,0,8,2,1,0,1,0,165,0.12,0.12,0.88,0
RES-20250802-1486,260,12,2,0,0,6,10,0,0,0.15,3.9,999,0,2,0,0,1,1,0,110,0.11,0.14,0.55,0
RES-20251021-5275,166,13,4,0,0,12,6,0,0,0.15,3.2,999,0,5,2,0,1,1,1,45,0.14,0.14,0.65,0
RES-20250927-4687,872,18,5,1,1,10,36,0,0,0.15,2.2,999,0,2,0,0,0,1,1,138,0.16,0.12,0.89,1
RES-20250728-5240,383,19,5,1,1,7,15,0,0,0.15,3.1,999,0,2,0,0,0,1,0,117,0.16,0.12,0.92,1
RES-20250623-9853,51,19,5,1,1,6,2,1,14,0.076,2.6,129,172.74,5,2,0,1,1,1,24,0.16,0.12,0.9,0
RES-20250530-6818,240,21,2,0,1,5,10,0,0,0.15,3.2,999,0,4,1,0,0,0,0,0,0.11,0.22,0.87,0
RES-20250613-7079,1462,11,5,1,0,5,60,1,10,0.076,2.2,161,1637.4,3,1,0,0,1,1,483,0.16,0.14,0.59,1
RES-20250620-4911,887,19,0,1,1,2,36,0,0,0.15,3.3,999,0,2,0,0,1,1,1,209,0.18,0.12,0.84,0
RES-20250915-6493,995,13,1,0,0,5,41,0,0,0.15,3.7,999,0,3,1,0,0,1,0,925,0.12,0.14,0.68,0
RES-20250510-4169,1125,19,3,0,1,1,46,1,8,0.088,3.3,57,1186.21,6,2,1,0,1,0,432,0.12,0.12,0.87,0
RES-20250829-2274,141,19,2,0,1,4,5,0,0,0.15,3.4,999,0,5,2,0,0,0,0,0,0.11,0.12,0.88,0
RES-20250616-2804,962,20,1,0,1,2,40,0,0,0.15,4.1,999,0,4,1,0,0,1,0,241,0.12,0.12,0.94,0
RES-20250922-8256,217,20,1,0,1,9,9,0,0,0.15,3.5,999,0,2,0,0,0,1,1,76,0.12,0.12,0.95,1
RES-20250921-6920,384,21,0,1,1,6,16,0,0,0.15,2.7,999,0,3,1,0,0,1,0,365,0.18,0.22,0.9,1
RES-20250711-8544,1185,13,6,1,0,11,49,1,5,0.049,2.5,86,1354.41,4,1,0,1,1,0,656,0.17,0.14,0.52,0
RES-20250607-9089,713,21,3,0,1,2,29,0,0,0.15,4,999,0,6,2,1,0,1,0,104,0.12,0.22,0.86,0
RES-20250908-6233,776,13,0,1,0,2,32,0,0,0.15,2.6,999,0,8,2,1,0,1,1,642,0.18,0.14,0.72,1
RES-20250814-4259,1214,22,5,1,0,2,50,1,14,0.202,2.7,84,1749.36,3,1,0,0,1,1,547,0.16,0.22,0.68,0
RES-20250729-8978,1319,22,4,0,0,6,54,1,11,0.058,2.6,73,635.72,8,2,1,1,1,1,1004,0.14,0.22,0.52,0
RES-20250820-2539,703,19,6,1,1,4,29,0,0,0.15,4.4,999,0,8,2,1,1,0,0,0,0.17,0.12,0.83,1
RES-20250810-2393,494,11,4,0,0,1,20,0,0,0.15,3.6,999,0,6,2,1,0,1,0,60,0.14,0.14,0.61,1
RES-20250731-1738,796,20,4,0,1,3,33,1,14,0.281,3.3,118,1078.33,2,0,0,0,1,0,46,0.14,0.12,0.81,1
RES-20250912-7595,158,11,3,0,0,2,6,0,0,0.15,3.9,999,0,4,1,0,0,1,1,100,0.12,0.14,0.58,0
RES-20250517-1325,1060,20,3,0,1,3,44,1,4,0.077,3.1,10,1392.03,4,1,0,0,1,1,553,0.12,0.12,0.91,0
RES-20251008-1192,574,22,6,1,0,12,23,0,0,0.15,3.8,999,0,3,1,0,0,1,0,489,0.17,0.22,0.57,0
RES-20250912-9039,1331,13,4,0,0,3,55,1,13,0.197,2.4,49,1185.98,6,2,1,0,0,0,0,0.14,0.14,0.7,1
RES-20250510-2583,402,20,6,1,1,8,16,0,0,0.15,4.2,999,0,5,2,0,0,1,1,270,0.17,0.12,0.86,0
RES-20250621-6499,744,22,6,1,0,12,31,0,0,0.15,3.8,999,0,8,2,1,1,0,0,0,0.17,0.22,0.64,1
RES-20250708-3659,373,12,4,0,0,1,15,0,0,0.15,2.3,999,0,3,1,0,0,1,0,93,0.14,0.14,0.58,0
RES-20251014-3824,1395,13,0,1,0,12,58,0,0,0.15,3.7,999,0,1,0,0,1,1,0,1267,0.18,0.14,0.53,0
RES-20250914-4751,1326,12,3,0,0,2,55,1,9,0.069,3.9,29,1888.91,4,1,0,0,1,0,1034,0.12,0.14,0.54,0
RES-20250916-4522,287,11,6,1,0,7,11,1,1,0.201,3.8,164,1016.38,2,0,0,0,1,0,240,0.17,0.14,0.51,0
RES-20251018-3626,552,22,4,0,0,4,23,1,14,0.049,4.2,150,1830.05,8,2,1,0,1,0,32,0.14,0.22,0.58,0
RES-20250924-1209,738,13,1,0,0,9,30,1,10,0.217,2.2,146,554.76,4,1,0,0,1,0,37,0.12,0.14,0.58,0
RES-20250808-4945,315,19,2,0,1,11,13,0,0,0.15,2.7,999,0,3,1,0,1,1,1,80,0.11,0.12,0.83,0
RES-20250611-7201,700,18,2,0,1,4,29,0,0,0.15,3,999,0,4,1,0,1,1,0,112,0.11,0.12,0.82,0
RES-20250612-2460,804,21,5,1,1,2,33,0,0,0.15,3.3,999,0,8,2,1,0,1,1,323,0.16,0.22,0.89,1
RES-20250823-1499,1297,19,2,0,1,8,54,0,0,0.15,2.3,999,0,6,2,1,0,1,0,800,0.11,0.12,0.86,1
RES-20250619-7811,979,19,3,0,1,9,40,0,0,0.15,2,999,0,2,0,0,1,1,1,367,0.12,0.12,0.82,0
RES-20250611-2797,1154,13,6,1,0,3,48,0,0,0.15,4.2,999,0,2,0,0,1,1,1,219,0.17,0.14,0.66,0
RES-20250721-9449,1438,20,6,1,1,6,59,1,1,0.155,4.3,157,1836.69,2,0,0,0,0,0,0,0.17,0.12,0.86,1
RES-20250608-9113,893,21,1,0,1,10,37,0,0,0.15,2.9,999,0,1,0,0,0,1,0,39,0.12,0.22,0.92,1
RES-20250521-9820,569,12,5,1,0,9,23,0,0,0.15,4.2,999,0,2,0,0,0,0,0,0,0.16,0.14,0.67,0
RES-20250921-3623,953,21,3,0,1,7,39,0,0,0.15,3.7,999,0,2,0,0,0,0,0,0,0.12,0.22,0.9,0
RES-20250724-7748,590,22,4,0,0,6,24,0,0,0.15,2.8,999,0,2,0,0,0,1,0,358,0.14,0.22,0.53,1
RES-20250730-7015,52,13,2,0,0,2,2,0,0,0.15,3.3,999,0,2,0,0,0,1,1,43,0.11,0.14,0.51,0
RES-20250916-3675,1286,19,1,0,1,2,53,0,0,0.15,3.1,999,0,2,0,0,1,0,0,0,0.12,0.12,0.82,0
RES-20250627-4342,640,18,0,1,1,3,26,0,0,0.15,4,999,0,8,2,1,0,1,0,352,0.18,0.12,0.81,0
RES-20250827-2527,115,22,1,0,0,11,4,1,8,0.092,2.4,93,1621.25,5,2,0,0,1,0,28,0.12,0.22,0.64,0
RES-20250709-2751,532,22,3,0,0,2,22,1,4,0.056,2.7,156,338.54,4,1,0,1,1,1,386,0.12,0.22,0.56,0
RES-20250916-2217,630,12,2,0,0,1,26,0,0,0.15,2.7,999,0,5,2,0,0,1,0,345,0.11,0.14,0.73,1
RES-20250814-2203,650,13,4,0,0,12,27,0,0,0.15,2.6,999,0,2,0,0,0,1,1,226,0.14,0.14,0.57,1
RES-20250727-6301,926,19,0,1,1,4,38,1,3,0.05,3.9,173,866.16,4,1,0,0,1,1,840,0.18,0.12,0.94,0
RES-20250521-6498,1143,21,4,0,1,6,47,0,0,0.15,2.8,999,0,3,1,0,0,1,0,870,0.14,0.22,0.84,1
RES-20250531-9289,1381,22,0,1,0,3,57,0,0,0.15,2.6,999,0,2,0,0,1,1,0,846,0.18,0.22,0.66,0
RES-20250528-8842,980,19,5,1,1,1,40,0,0,0.15,2.5,999,0,5,2,0,0,1,1,431,0.16,0.12,0.92,0
RES-20250610-8033,1459,20,2,0,1,8,60,1,15,0.011,3.4,22,761.32,2,0,0,1,1,0,828,0.11,0.12,0.81,0
RES-20250616-7777,1029,12,5,1,0,2,42,0,0,0.15,2.3,999,0,6,2,1,0,1,1,825,0.16,0.14,0.63,1
RES-20251008-4058,775,19,2,0,1,6,32,1,4,0.28,3.4,38,1307,4,1,0,0,1,1,685,0.11,0.12,0.88,0
RES-20250914-4366,159,11,5,1,0,7,6,0,0,0.15,4.1,999,0,2,0,0,0,1,0,27,0.16,0.14,0.52,0
RES-20250623-7656,1262,20,5,1,1,3,52,0,0,0.15,4.1,999,0,5,2,0,0,1,0,213,0.16,0.12,0.91,0
RES-20250916-9986,1274,22,0,1,0,9,53,0,0,0.15,3.8,999,0,4,1,0,1,1,1,1227,0.18,0.22,0.63,0
RES-20250702-8617,548,21,0,1,1,9,22,0,0,0.15,3.8,999,0,1,0,0,0,1,1,367,0.18,0.22,0.9,0
RES-20250826-1985,1011,18,4,0,1,1,42,0,0,0.15,4.3,999,0,3,1,0,0,1,1,539,0.14,0.12,0.93,1
RES-20251013-8917,464,19,5,1,1,9,19,0,0,0.15,3.2,999,0,4,1,0,0,1,0,297,0.16,0.12,0.84,0
RES-20250611-1716,906,18,6,1,1,6,37,1,2,0.217,2.2,57,1222.07,1,0,0,0,1,0,604,0.17,0.12,0.86,1
RES-20250926-1959,241,21,3,0,1,11,10,1,1,0.117,3.6,98,1155.09,2,0,0,0,1,0,46,0.12,0.22,0.91,0
RES-20250515-1488,1270,22,5,1,0,8,52,1,13,0.085,3.8,163,123.99,5,2,0,0,1,1,1212,0.16,0.22,0.52,0
RES-20251018-4923,674,19,2,0,1,2,28,0,0,0.15,2.9,999,0,2,0,0,0,1,0,496,0.11,0.12,0.91,0
RES-20251013-8779,1054,22,1,0,0,3,43,1,8,0.032,3.7,155,485.59,5,2,0,0,1,1,980,0.12,0.22,0.54,0
RES-20250716-5015,498,20,5,1,1,3,20,1,9,0.075,3.2,131,1685.56,4,1,0,1,1,0,487,0.16,0.12,0.8,0
RES-20250901-3562,466,20,4,0,1,12,19,0,0,0.15,4.5,999,0,1,0,0,0,1,1,328,0.14,0.12,0.85,0
RES-20251024-7807,904,19,0,1,1,8,37,0,0,0.15,3,999,0,2,0,0,0,1,0,327,0.18,0.12,0.8,0
RES-20251016-1766,1117,19,6,1,1,5,46,1,1,0.076,3.9,88,1576.64,5,2,0,1,1,0,672,0.17,0.12,0.95,0
RES-20250806-9156,77,18,3,0,1,11,3,0,0,0.15,3.3,999,0,8,2,1,1,0,0,0,0.12,0.12,0.82,0
RES-20250929-2094,23,22,0,1,0,5,0,1,6,0.093,2.3,135,366.55,2,0,0,0,1,0,24,0.18,0.22,0.56,0
RES-20251014-9145,1403,12,2,0,0,11,58,1,9,0.013,3,117,1454.84,4,1,0,0,1,1,453,0.11,0.14,0.52,0
RES-20250928-6435,1436,19,2,0,1,11,59,1,3,0.017,2.3,110,1249.51,1,0,0,0,1,0,831,0.11,0.12,0.94,0
RES-20250704-7325,676,12,2,0,0,4,28,0,0,0.15,3.3,999,0,2,0,0,1,1,0,299,0.11,0.14,0.74,0
RES-20250526-4326,30,20,0,1,1,3,1,0,0,0.15,2.5,999,0,5,2,0,0,1,1,26,0.18,0.12,0.8,0
RES-20250616-9398,1023,22,6,1,0,3,42,0,0,0.15,2.8,999,0,2,0,0,0,1,0,337,0.17,0.22,0.58,1
RES-20250509-7246,34,19,2,0,1,4,1,1,2,0.1,3.4,78,855.54,5,2,0,1,1,1,28,0.11,0.12,0.81,0
RES-20250519-4191,1103,21,6,1,1,12,45,0,0,0.15,4.1,999,0,1,0,0,1,0,0,0,0.17,0.22,0.84,0
RES-20250617-7795,296,12,3,0,0,1,12,1,10,0.243,3,131,1350.98,8,2,1,0,1,0,56,0.12,0.14,0.6,0
RES-20250811-5301,381,21,6,1,1,10,15,1,5,0.069,3.4,162,308.07,3,1,0,0,1,0,192,0.17,0.22,0.94,0
RES-20250925-4553,836,20,1,0,1,8,34,0,0,0.15,3.7,999,0,2,0,0,1,1,0,59,0.12,0.12,0.9,1
RES-20250802-7609,737,12,4,0,0,9,30,0,0,0.15,3.4,999,0,2,0,0,1,1,0,283,0.14,0.14,0.65,1
RES-20250507-9376,796,20,3,0,1,4,33,1,13,0.044,2.6,18,1403.29,4,1,0,0,0,0,0,0.12,0.12,0.87,0
RES-20250527-8510,1025,13,3,0,0,12,42,1,15,0.086,3.3,110,544.78,2,0,0,0,1,0,734,0.12,0.14,0.69,0
RES-20250903-2000,852,19,4,0,1,1,35,0,0,0.15,3.6,999,0,4,1,0,1,0,0,0,0.14,0.12,0.85,1
RES-20250617-8191,414,18,0,1,1,11,17,1,12,0.189,2.3,42,258,5,2,0,0,1,1,337,0.18,0.12,0.83,1
RES-20250811-7196,80,20,4,0,1,8,3,0,0,0.15,2.8,999,0,4,1,0,1,1,0,36,0.14,0.12,0.85,0
RES-20250703-6534,468,21,1,0,1,7,19,1,11,0.005,2.3,49,1455.76,6,2,1,0,1,0,247,0.12,0.22,0.86,0
RES-20250803-2082,871,22,1,0,0,2,36,0,0,0.15,3.8,999,0,1,0,0,0,1,0,378,0.12,0.22,0.53,0
RES-20251016-2852,820,12,2,0,0,2,34,1,14,0.231,2.3,174,357.8,3,1,0,0,1,0,514,0.11,0.14,0.74,1
RES-20250428-4686,1097,19,5,1,1,10,45,1,4,0.147,2.9,134,671.57,2,0,0,1,1,1,816,0.16,0.12,0.85,0
RES-20250707-6584,772,11,0,1,0,10,32,0,0,0.15,4.1,999,0,2,0,0,0,1,1,519,0.18,0.14,0.69,0
RES-20250826-4038,693,22,6,1,0,11,28,0,0,0.15,4,999,0,5,2,0,0,1,0,145,0.17,0.22,0.55,0
RES-20250521-9802,1448,11,3,0,0,4,60,1,8,0.277,2.4,174,1908.57,4,1,0,1,1,0,756,0.12,0.14,0.61,0
RES-20250726-3434,59,18,3,0,1,9,2,0,0,0.15,3,999,0,2,0,0,1,1,0,53,0.12,0.12,0.86,0
RES-20250925-7970,281,13,5,1,0,8,11,1,10,0.094,3.7,109,1182.37,6,2,1,1,1,0,260,0.16,0.14,0.55,0
RES-20250615-2164,416,21,2,0,1,4,17,0,0,0.15,3.6,999,0,1,0,0,0,1,0,107,0.11,0.22,0.82,0
RES-20250908-5782,1227,13,5,1,0,1,51,1,6,0.002,4.2,59,325.53,6,2,1,0,1,0,219,0.16,0.14,0.6,0
RES-20250529-5931,913,19,1,0,1,3,38,1,12,0.019,3.3,119,120.25,2,0,0,0,1,1,148,0.12,0.12,0.86,0
RES-20250429-8300,199,13,3,0,0,7,8,0,0,0.15,4.5,999,0,5,2,0,1,1,0,95,0.12,0.14,0.67,0
RES-20250918-6590,481,22,6,1,0,2,20,0,0,0.15,2,999,0,2,0,0,0,1,0,41,0.17,0.22,0.61,0
RES-20251006-5676,100,21,6,1,1,8,4,0,0,0.15,2.6,999,0,2,0,0,0,1,1,62,0.17,0.22,0.84,0
RES-20250429-9964,208,22,0,1,0,3,8,0,0,0.15,2.5,999,0,2,0,0,1,1,0,173,0.18,0.22,0.62,0
RES-20250615-1855,887,13,2,0,0,1,36,1,11,0.071,2.1,101,1700.13,1,0,0,0,1,1,56,0.11,0.14,0.57,0
RES-20250719-9624,410,21,4,0,1,5,17,0,0,0.15,3.5,999,0,6,2,1,1,1,1,155,0.14,0.22,0.88,0
RES-20250630-5793,0,18,5,1,1,12,0,1,3,0.29,4.1,58,1577.17,5,2,0,0,1,0,2,0.16,0.12,0.83,0
RES-20250807-4021,1397,20,5,1,1,3,58,1,7,0.064,3,172,971.37,2,0,0,0,1,0,1182,0.16,0.12,0.87,0
RES-20251009-9873,1354,22,4,0,0,4,56,0,0,0.15,4.2,999,0,3,1,0,0,1,0,415,0.14,0.22,0.66,0
RES-20250613-4333,162,20,6,1,1,6,6,0,0,0.15,3.3,999,0,6,2,1,0,1,1,132,0.17,0.12,0.94,0
RES-20250718-7396,534,18,5,1,1,10,22,0,0,0.15,3.4,999,0,8,2,1,1,0,0,0,0.16,0.12,0.93,1
RES-20250502-5903,1329,21,1,0,1,3,55,0,0,0.15,4,999,0,3,1,0,0,1,0,844,0.12,0.22,0.94,0
RES-20250614-5954,1283,18,1,0,1,8,53,1,11,0.035,3.3,100,1151.35,3,1,0,0,1,0,1068,0.12,0.12,0.82,0
RES-20250505-5041,4,21,5,1,1,5,0,1,7,0.186,4.2,39,835.9,8,2,1,0,1,0,6,0.16,0.22,0.9,1
RES-20250605-8351,830,22,6,1,0,4,34,0,0,0.15,2.9,999,0,4,1,0,0,1,1,457,0.17,0.22,0.67,0
RES-20250521-8537,645,13,5,1,0,7,26,0,0,0.15,2.2,999,0,4,1,0,0,1,0,284,0.16,0.14,0.57,0
RES-20250719-2124,1343,20,6,1,1,12,55,1,14,0.162,2.1,178,1266.42,4,1,0,0,1,0,1257,0.17,0.12,0.82,1
RES-20250911-7570,1210,21,0,1,1,2,50,0,0,0.15,3.6,999,0,8,2,1,1,0,0,0,0.18,0.22,0.94,1
RES-20250908-1455,979,11,3,0,0,1,40,0,0,0.15,3,999,0,8,2,1,0,1,1,166,0.12,0.14,0.6,1
RES-20250703-1658,871,19,4,0,1,7,36,1,8,0.056,3.4,98,1702.5,4,1,0,1,1,1,601,0.14,0.12,0.88,0
RES-20250709-5382,187,22,3,0,0,1,7,0,0,0.15,2.1,999,0,2,0,0,1,1,0,130,0.12,0.22,0.75,0
RES-20250503-9404,569,19,5,1,1,11,23,0,0,0.15,2.7,999,0,2,0,0,1,1,0,80,0.16,0.12,0.81,0
RES-20250610-8856,66,22,0,1,0,4,2,0,0,0.15,2.7,999,0,2,0,0,0,1,0,39,0.18,0.22,0.67,0
RES-20250929-4745,296,11,5,1,0,2,12,1,12,0.078,2,83,1243.35,1,0,0,0,1,0,246,0.16,0.14,0.66,0
RES-20250831-6503,1407,12,6,1,0,10,58,1,2,0.004,3.2,82,1966.38,2,0,0,0,1,1,1058,0.17,0.14,0.57,0
RES-20250821-6772,1016,20,3,0,1,10,42,0,0,0.15,4,999,0,6,2,1,0,1,1,476,0.12,0.12,0.94,0
RES-20250602-5082,1271,20,5,1,1,7,52,0,0,0.15,4.3,999,0,2,0,0,0,1,1,48,0.16,0.12,0.84,0
RES-20250517-1070,633,21,1,0,1,6,26,0,0,0.15,2.7,999,0,6,2,1,0,1,1,474,0.12,0.22,0.83,1
RES-20250514-4829,124,18,0,1,1,1,5,0,0,0.15,3.5,999,0,2,0,0,0,1,0,37,0.18,0.12,0.91,0
RES-20250702-1886,1323,12,4,0,0,3,55,0,0,0.15,2.1,999,0,8,2,1,1,1,0,729,0.14,0.14,0.73,1
RES-20250508-2876,258,21,3,0,1,6,10,0,0,0.15,4.2,999,0,1,0,0,0,0,0,0,0.12,0.22,0.9,0
RES-20251008-9159,1173,22,2,0,0,10,48,1,2,0.028,2.8,111,1706.31,1,0,0,0,1,0,430,0.11,0.22,0.55,0
RES-20250527-9097,661,21,4,0,1,1,27,1,9,0.036,2,82,920.09,2,0,0,0,1,0,387,0.14,0.22,0.9,0
RES-20250727-3328,651,20,1,0,1,1,27,0,0,0.15,3.9,999,0,4,1,0,0,1,0,649,0.12,0.12,0.85,0
RES-20250810-9276,832,18,1,0,1,5,34,1,4,0.024,2.5,24,1771.67,8,2,1,0,1,0,203,0.12,0.12,0.92,0
RES-20250903-2252,1359,21,5,1,1,10,56,0,0,0.15,2.5,999,0,1,0,0,1,1,1,812,0.16,0.22,0.88,0
RES-20250811-4651,876,21,0,1,1,9,36,0,0,0.15,3.7,999,0,6,2,1,0,1,0,117,0.18,0.22,0.88,1
RES-20250919-9865,681,11,5,1,0,10,28,0,0,0.15,4.2,999,0,2,0,0,1,1,1,61,0.16,0.14,0.58,0
RES-20251005-7613,1092,12,1,0,0,10,45,0,0,0.15,3.7,999,0,1,0,0,0,1,0,966,0.12,0.14,0.53,0
RES-20250928-5628,1436,13,4,0,0,3,59,0,0,0.15,4.3,999,0,2,0,0,1,0,0,0,0.14,0.14,0.72,1
RES-20250622-9626,129,19,2,0,1,4,5,0,0,0.15,3.1,999,0,8,2,1,0,1,0,83,0.11,0.12,0.93,1
RES-20250513-2241,65,11,2,0,0,4,2,1,8,0.233,4.2,154,620.92,2,0,0,0,1,0,30,0.11,0.14,0.63,0
RES-20250826-3980,124,11,1,0,0,4,5,0,0,0.15,2.3,999,0,8,2,1,0,1,0,105,0.12,0.14,0.71,0
RES-20250726-3233,905,19,4,0,1,10,37,0,0,0.15,2.5,999,0,5,2,0,0,0,0,0,0.14,0.12,0.93,0
RES-20250509-9044,864,22,0,1,0,5,36,0,0,0.15,2.6,999,0,6,2,1,0,1,0,397,0.18,0.22,0.51,0
RES-20250530-4714,767,21,1,0,1,9,31,0,0,0.15,2.6,999,0,1,0,0,0,1,1,537,0.12,0.22,0.8,1
RES-20250902-3131,518,11,6,1,0,10,21,0,0,0.15,2.4,999,0,4,1,0,0,0,0,0,0.17,0.14,0.68,1
RES-20250524-6726,183,11,5,1,0,3,7,1,14,0.168,3,43,1214.4,4,1,0,0,1,1,126,0.16,0.14,0.64,1
RES-20251010-2271,1092,13,2,0,0,8,45,1,1,0.001,4.3,106,1187.49,6,2,1,1,1,0,1033,0.11,0.14,0.71,0
RES-20250429-2329,790,20,5,1,1,2,32,1,8,0.071,3.6,74,447.71,4,1,0,0,1,0,768,0.16,0.12,0.89,0
RES-20251017-2203,673,19,6,1,1,7,28,1,2,0.139,2.6,179,1090.85,4,1,0,0,1,0,607,0.17,0.12,0.86,0
RES-20250526-8230,1277,20,2,0,1,1,53,0,0,0.15,2.9,999,0,2,0,0,1,1,1,1027,0.11,0.12,0.93,0
RES-20250811-5021,675,22,4,0,0,11,28,0,0,0.15,2.6,999,0,2,0,0,0,1,0,72,0.14,0.22,0.62,0
RES-20250623-9068,1181,12,6,1,0,9,49,0,0,0.15,3.4,999,0,5,2,0,0,0,0,0,0.17,0.14,0.74,1
RES-20250906-3961,863,22,3,0,0,12,35,0,0,0.15,2,999,0,3,1,0,0,1,0,431,0.12,0.22,0.71,1
RES-20250613-3915,631,20,0,1,1,1,26,1,11,0.227,4.3,7,1434.02,5,2,0,0,1,0,312,0.18,0.12,0.83,0
RES-20250726-5798,1039,20,4,0,1,1,43,1,5,0.024,3.3,114,1387.98,2,0,0,1,0,0,0,0.14,0.12,0.87,0
RES-20250705-5544,370,18,4,0,1,5,15,0,0,0.15,3.1,999,0,8,2,1,0,0,0,0,0.14,0.12,0.9,1
RES-20250827-4713,531,21,3,0,1,1,22,0,0,0.15,4,999,0,8,2,1,1,1,0,481,0.12,0.22,0.93,1
RES-20251016-4430,1060,22,6,1,0,12,44,0,0,0.15,2.4,999,0,2,0,0,0,1,1,47,0.17,0.22,0.69,0
RES-20250508-3329,508,12,0,1,0,3,21,1,2,0.016,2.6,63,1530.2,2,0,0,0,1,1,368,0.18,0.14,0.59,0
RES-20251011-2606,1173,21,1,0,1,4,48,1,15,0.264,2.4,51,502.15,2,0,0,0,1,0,131,0.12,0.22,0.93,0
RES-20250820-5307,619,18,1,0,1,12,25,1,12,0.06,2.6,172,656.94,1,0,0,0,1,1,527,0.12,0.12,0.93,0
RES-20250704-1785,887,20,5,1,1,9,36,0,0,0.15,2.1,999,0,5,2,0,0,0,0,0,0.16,0.12,0.92,1
RES-20250616-3415,1344,19,3,0,1,7,56,1,9,0.285,3.6,100,816.22,2,0,0,0,1,0,107,0.12,0.12,0.88,0
RES-20250814-3738,537,13,0,1,0,12,22,0,0,0.15,2.6,999,0,3,1,0,0,1,1,36,0.18,0.14,0.66,0
RES-20250512-8706,324,11,1,0,0,1,13,1,5,0.074,2.6,130,1065.35,2,0,0,1,1,0,268,0.12,0.14,0.66,0
RES-20250715-1074,1403,18,6,1,1,6,58,0,0,0.15,3.6,999,0,4,1,0,1,1,0,235,0.17,0.12,0.92,0
RES-20250913-3317,521,11,4,0,0,4,21,1,9,0.008,2.9,154,991.36,1,0,0,0,1,0,81,0.14,0.14,0.54,0
RES-20250918-2709,1265,18,0,1,1,1,52,0,0,0.15,2.3,999,0,2,0,0,0,1,0,57,0.18,0.12,0.85,0
RES-20250704-2167,553,21,1,0,1,8,23,0,0,0.15,2.9,999,0,8,2,1,0,1,0,63,0.12,0.22,0.9,1
RES-20250722-3506,711,21,4,0,1,10,29,0,0,0.15,2.5,999,0,4,1,0,0,1,1,311,0.14,0.22,0.87,0
RES-20251019-9133,53,20,1,0,1,10,2,0,0,0.15,4.1,999,0,5,2,0,0,1,0,38,0.12,0.12,0.81,0
RES-20251014-1245,382,20,6,1,1,9,15,0,0,0.15,4.1,999,0,3,1,0,0,1,0,84,0.17,0.12,0.8,0
